Taxon	A1	A16	A16B	A16S	A19	A19B	A19S	A2	B10	B10B	B10S	B6	B6B	B6S
a7d45532df41c319d09503a17dd68817	d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__UBA6257; f__2-01-FULL-56-20; g__LiPW-15; s__LiPW-15 sp007375645	0	0	0	0	0	0	12	0	0	0	0	0	0	0
b9ece1373a7b384e856aca30b9475023	d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__UBA6257; f__2-01-FULL-56-20	0	0	0	0	0	0	12	0	0	0	0	0	0	0
dadf5a2cb94856cc952eec64fa9314e1	d__Bacteria; p__Actinomycetota	0	0	0	0	0	0	12	0	0	0	0	0	0	0
f2138ea2771833cfc4b3a748dc1c81a4	d__Bacteria; p__Patescibacteria; c__ABY1	0	0	0	0	0	0	12	0	0	0	0	0	0	0
8ee25e71102916e473792f29f0940061	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0	0	0	0	0	0	12	0	0	0	0	0	0	0
025d950a316346cf41cf998516a80769	d__Bacteria; p__Patescibacteria; c__ABY1	0	0	0	0	0	0	12	0	0	0	0	0	0	0
e3fd464f45983426ee42423c02821677	d__Bacteria	0	0	0	0	0	0	0	12	0	0	0	0	0	0
66ee69464e83e056d1131c462fc3b64a	d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Isosphaerales; f__Isosphaeraceae	0	0	0	0	0	0	0	0	12	0	0	0	0	0
05515c0d7c3fc3b6e42f30fe754660f8	d__Bacteria; p__Acidobacteriota; c__Blastocatellia; o__Pyrinomonadales; f__Pyrinomonadaceae; g__Blastocatella; s__	0	0	0	0	0	0	0	0	12	0	0	0	0	0
e7d3c45ea3240b67cafc8f3f50e6eb03	d__Bacteria	0	0	0	0	0	0	0	0	12	0	0	0	0	0
95485fabe3c6eda1e8db1fb588c604bc	d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Isosphaerales; f__Isosphaeraceae; g__Tundrisphaera; s__Tundrisphaera lichenicola	0	0	0	0	0	0	0	0	0	12	0	0	0	0
d72b5f1ddf82b9c4b7e327872d91ec22	d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Isosphaerales; f__Isosphaeraceae; g__Aquisphaera	0	0	0	0	0	0	0	0	0	12	0	0	0	0
ac3703f22b615637fb81f27a3eda53ac	d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Bryobacterales; f__Bryobacteraceae	0	0	0	0	0	0	0	0	0	12	0	0	0	0
fbb66683de87cae403368294b0f4c2c9	d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Bryobacterales; f__Bryobacteraceae; g__Bog-159; s__Bog-159 sp003166475	0	0	0	0	0	0	0	0	0	12	0	0	0	0
d0d0598f191d7e7d7018c20bcf5a205d	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Microbacteriaceae	0	0	0	0	0	0	0	0	0	12	0	0	0	0
640d9ffe2892afe000013609942a414f	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Acetobacterales; f__Acetobacteraceae	0	0	0	0	0	0	0	0	0	12	0	0	0	0
9b06c70c1f87fafa0bcb5dea7467bd35	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__VadinHA17_877549; g__SR-FBR-E99; s__	0	0	0	0	0	0	0	0	0	12	0	0	0	0
7683aa6cd99df594289c837ee44b1826	d__Bacteria; p__Zixibacteria; c__MSB-5A5_778959; o__UM-FILTER-46-8; f__UM-FILTER-46-8; g__UM-FILTER-46-8; s__	0	0	0	0	0	0	0	0	0	0	12	0	0	0
f1736072721572b2b75ea55e25049508	d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Isosphaerales; f__Isosphaeraceae; g__Aquisphaera	0	0	0	0	0	0	0	0	0	0	12	0	0	0
a130ef2609a4031d0840771094bd0a10	d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Terriglobales; f__Acidobacteriaceae	0	0	0	0	0	0	0	0	0	0	12	0	0	0
fc4dd1eafa2b963287bfe29dec3086f6	d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Isosphaerales; f__Isosphaeraceae; g__Aquisphaera	0	0	0	0	0	0	0	0	0	0	12	0	0	0
4dd414f7400ab095c1a6ca6f441c123e	d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Isosphaerales; f__Isosphaeraceae; g__Aquisphaera	0	0	0	0	0	0	0	0	0	0	12	0	0	0
c0a8fb76b9dde1d414d955e5d36cc025	d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Isosphaerales; f__Isosphaeraceae; g__Aquisphaera	0	0	0	0	0	0	0	0	0	0	12	0	0	0
09945d6313702aa9ff132d4691486ecb	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Anaerotaenia	0	0	0	0	0	0	0	0	0	0	0	12	0	0
742f0212a1a3e77fd1ddae9aea218f7b	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Thiotrichales_608018; f__Thiotrichaceae_608018; g__Thiofilum; s__	0	0	0	0	0	0	0	0	0	0	0	0	12	0
1ae4a63096f5eb8c385577eb3639ba3d	d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Bryobacterales; f__Bryobacteraceae; g__Palsa-187; s__	0	0	0	0	0	0	0	0	0	0	0	0	12	0
ad16a0c37d7bd1ac07d8ac5a0fbc9722	d__Bacteria; p__Actinomycetota; c__Actinomycetes	0	0	0	0	0	0	0	0	0	0	0	0	0	12
55e90e135d2ea8d18c910a08df12e072	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Micropepsales	0	0	0	0	0	0	0	0	0	0	0	0	0	12
74728a5d36438cbc3f31c73f8586a1d2	d__Bacteria; p__Chloroflexota; c__Limnocylindria; o__Limnocylindrales; f__CSP1-4; g__GWC2-73-18; s__GWC2-73-18 sp001794945	0	0	0	0	0	0	0	0	0	0	0	0	0	12
561e8ac901fd28abbf3cd9f670c5040d	d__Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	12
a46d952b8fa8be3040fbd394664379fe	d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__GWC2-71-9	0	0	0	0	0	0	0	0	0	0	0	0	0	12
5a50cf2be07b4a8b367a101e5f46bb25	d__Bacteria; p__Actinomycetota; c__Geothermincolia; o__Fen-727; f__Anoxymicrobiaceae; g__Anoxymicrobium; s__Anoxymicrobium japonicum	0	0	0	0	0	0	0	0	0	0	0	0	0	12
585371675bf729787aa883e539411aba	d__Bacteria; p__Patescibacteria; c__ABY1; o__BM507	0	0	0	0	0	0	0	0	0	0	0	0	0	12
fb2f5da76a2d2a955547c201aaa8c553	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Micropepsales; f__Micropepsaceae; g__Rhizomicrobium	0	0	0	0	0	0	0	0	0	0	0	0	0	12
ddfd15aa4e432851576a925ab7173590	d__Bacteria	11	0	0	0	0	0	0	0	0	0	0	0	0	0
33062959d42754429399a1f60d87006c	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Thiotrichales_608018; f__Thiotrichaceae_608018; g__Thiofilum; s__	11	0	0	0	0	0	0	0	0	0	0	0	0	0
efb9263f2d9a9973fd948af4e57ce482	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales_B; f__Spirosomataceae; g__Spirosoma	0	11	0	0	0	0	0	0	0	0	0	0	0	0
544c664773c8c4b9fe8e9adb6987c6da	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Streptosporangiales; f__Streptosporangiaceae; g__Trebonia; s__Trebonia kvetii	0	11	0	0	0	0	0	0	0	0	0	0	0	0
046fe119db72676693328691a098b33f	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales_505101; f__Rhizobiaceae; g__Ensifer_A_499891; s__Ensifer_A_499891 adhaerens	0	11	0	0	0	0	0	0	0	0	0	0	0	0
43447ea37edd280c48a2fe0e5315be66	d__Bacteria; p__Armatimonadota; c__Abditibacteriia; o__Abditibacteriales; f__Abditibacteriaceae; g__Abditibacterium; s__Abditibacterium utsteinense	0	11	0	0	0	0	0	0	0	0	0	0	0	0
1fd137cf03cba98ebe3ce97f71b51ee3	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Propionibacteriales; f__Propionibacteriaceae; g__Microlunatus_A_391019; s__Microlunatus_A endophyticus	0	11	0	0	0	0	0	0	0	0	0	0	0	0
a136e148566d945dabef2628ef054b36	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae_486827; g__Novosphingobium	0	0	11	0	0	0	0	0	0	0	0	0	0	0
4c4c064b94bcce8ac264e79d46a13dd5	d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Phycisphaerales; f__UBA1924; g__CAADGN01	0	0	0	11	0	0	0	0	0	0	0	0	0	0
98506586c91812e8f855670d9cad1df2	d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__SZUA-359; g__SZUA-359; s__	0	0	0	11	0	0	0	0	0	0	0	0	0	0
6999f2e0a76c5daf5275d924f627cdca	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Aggregatilineales; f__Phototrophicaceae; g__; s__	0	0	0	11	0	0	0	0	0	0	0	0	0	0
cc6a0e789c3a94b79c84cdc4243b1743	d__Bacteria; p__Patescibacteria; c__ABY1; o__BM507; f__; g__; s__	0	0	0	11	0	0	0	0	0	0	0	0	0	0
279fe8a78390a6532ff89ecd3b4d9204	d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__JAABRT01; s__JAABRT01 sp011390935	0	0	0	11	0	0	0	0	0	0	0	0	0	0
1ad14668625374846d951db567ec30a1	d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Isosphaerales; f__Isosphaeraceae	0	0	0	11	0	0	0	0	0	0	0	0	0	0
0632ad3010d880848ff7eeafc4765919	d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Phycisphaerales; f__UBA1924; g__CAADGN01	0	0	0	11	0	0	0	0	0	0	0	0	0	0
85984cd988804e5edc05108cc0d1481a	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Mycobacteriaceae; g__Nocardia; s__Nocardia sp000526215	0	0	0	11	0	0	0	0	0	0	0	0	0	0
b7fc0b964e037888c397066b605faee4	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0	0	0	11	0	0	0	0	0	0	0	0	0	0
5139d1684d6516b2ccfce735fe8a163b	d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__UBA10212; g__21-14-0-10-47-8-A; s__	0	0	0	11	0	0	0	0	0	0	0	0	0	0
8a8cda97cf19a79acf0c816cea5b4c2b	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0	0	0	11	0	0	0	0	0	0	0	0	0	0
e218be0a1373eee2a7590ff07d505574	d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__UBA4665	0	0	0	11	0	0	0	0	0	0	0	0	0	0
bb2cb764b6eb01361cce78cb3d6858c5	d__Bacteria; p__Acidobacteriota; c__Terriglobia	0	0	0	11	0	0	0	0	0	0	0	0	0	0
addaec9513e38e89e96595e6967036ad	d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__UBA4665; g__UBA4729; s__UBA4729 sp002413865	0	0	0	11	0	0	0	0	0	0	0	0	0	0
4b50febacbc74acb1f2a30de5e47944b	d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__UBA9973; f__UBA2103; g__C7867-001; s__C7867-001 sp001781625	0	0	0	11	0	0	0	0	0	0	0	0	0	0
7321221d476a625d6423e33ceaaf9b3f	d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__GWC2-71-9; g__Palsa-1233; s__Palsa-1233 sp003169895	0	0	0	11	0	0	0	0	0	0	0	0	0	0
2840cb87bee36dff96597be8d0cdfbe8	d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Terriglobales; f__SbA1; g__Gp1-AA122; s__Gp1-AA122 sp003225055	0	0	0	11	0	0	0	0	0	0	0	0	0	0
d3ba52fe41581b8fb455d64505b95774	d__Bacteria; p__Chloroflexota	0	0	0	11	0	0	0	0	0	0	0	0	0	0
b572db1acf78de79b76443d7bdb825ea	d__Bacteria; p__Cyanobacteriota; c__Vampirovibrionia; o__Obscuribacterales; f__Obscuribacteraceae; g__SBAT01; s__SBAT01 sp005240105	0	0	0	11	0	0	0	0	0	0	0	0	0	0
73012f67a8832925ec63e8bd4542a710	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae_486827	0	0	0	11	0	0	0	0	0	0	0	0	0	0
c8a0a2d74ef9656b5127a2696c48888a	d__Bacteria; p__Patescibacteria; c__ABY1	0	0	0	11	0	0	0	0	0	0	0	0	0	0
dffe1dd1c7fe84cd129e7c11925a9803	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides_A_392796	0	0	0	0	11	0	0	0	0	0	0	0	0	0
3972766b485bbee0aeedf090383fd36f	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Microbacteriaceae	0	0	0	0	11	0	0	0	0	0	0	0	0	0
5d656673f38985a601af48ea4f05e7c8	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Xanthomonadales; f__Rhodanobacteraceae; g__Luteibacter; s__Luteibacter sp000745055	0	0	0	0	11	0	0	0	0	0	0	0	0	0
88041fdd2619e9037281f53211dee132	d__Bacteria; p__Bdellovibrionota_473306; c__Bdellovibrionia; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__	0	0	0	0	11	0	0	0	0	0	0	0	0	0
d8af063340db96b9c09a08eac9a1f30f	d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Terriglobales; f__Acidobacteriaceae; g__EB88; s__	0	0	0	0	11	0	0	0	0	0	0	0	0	0
6f07eb7bb42c5cd5b93242facd30c6d7	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Azospirillales_507929	0	0	0	0	0	0	11	0	0	0	0	0	0	0
c35a772d1cbb8146c6cfaafbd5a9fd73	d__Bacteria; p__Patescibacteria; c__WWE3; o__UBA101185; f__UBA10185; g__OXYD1-FULL-39-9; s__OXYD1-FULL-39-9 sp003599255	0	0	0	0	0	0	11	0	0	0	0	0	0	0
ff738e00a077e50c115ff3ac91d2b781	d__Bacteria; p__Patescibacteria; c__ABY1; o__BM507; f__UM-FILTER-48-10; g__UM-FILTER-48-10; s__UM-FILTER-48-10 sp002771615	0	0	0	0	0	0	11	0	0	0	0	0	0	0
5f095d1703881c268f539cb51d1672d2	d__Bacteria; p__Patescibacteria; c__ABY1; o__BM507	0	0	0	0	0	0	11	0	0	0	0	0	0	0
b26dffc2e9b93e44fc164bfc27c64570	d__Bacteria; p__Chloroflexota; c__Dehalococcoidia	0	0	0	0	0	0	11	0	0	0	0	0	0	0
b71817c76820560cb1f235445a1705bb	d__Bacteria; p__Patescibacteria; c__ABY1; o__BM507; f__UBA12465; g__UBA12465; s__UBA12465 sp000999715	0	0	0	0	0	0	11	0	0	0	0	0	0	0
d25a0965224624584bcb943fed1f2b9e	d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__UBA9973; f__UBA2103; g__C7867-001; s__	0	0	0	0	0	0	11	0	0	0	0	0	0	0
c69828de0188b519aef19c7a9ab88b16	d__Bacteria; p__Patescibacteria; c__ABY1; o__BM507; f__UBA12075; g__XYC2-34-220; s__XYC2-34-220 sp001780285	0	0	0	0	0	0	11	0	0	0	0	0	0	0
5520c9842a389ab6026285ab51916b73	d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__UBA9973; f__UBA2103; g__C7867-001; s__	0	0	0	0	0	0	11	0	0	0	0	0	0	0
9fb49e60fe8db063ecd9d0791fe73f76	d__Bacteria; p__Chloroflexota; c__Anaerolineae	0	0	0	0	0	0	11	0	0	0	0	0	0	0
4a59e73f9e5ee00d01350f458f46a35d	d__Bacteria; p__Actinomycetota; c__Acidimicrobiia_401430; o__Acidimicrobiales	0	0	0	0	0	0	11	0	0	0	0	0	0	0
60f2e07ef37c0a4dbf4a3a6ac79ddb5e	d__Bacteria; p__Nitrospirota_A_437815; c__Thermodesulfovibrionia; o__Thermodesulfovibrionales; f__UBA6898; g__GW-Nitrospira-1; s__	0	0	0	0	0	0	11	0	0	0	0	0	0	0
221639d44d2ff96e25b3cd57bbb46f88	d__Bacteria	0	0	0	0	0	0	11	0	0	0	0	0	0	0
6ffc7fbd1559809007ccd63a7dc1711d	d__Bacteria; p__Bacteroidota; c__Ignavibacteria; o__SJA-28; f__B-1AR; g__OLB4; s__OLB4 sp002050165	0	0	0	0	0	0	11	0	0	0	0	0	0	0
62e2cc5632f76a94c30bf637649eb0c6	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales_505101; f__Rhizobiaceae; g__Ensifer_A_499891; s__Ensifer_A_499891 adhaerens	0	0	0	0	0	0	0	0	11	0	0	0	0	0
e50b11ddb39b7ead7929430cc3985c61	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Tissierellales; f__Sedimentibacteraceae; g__Sedimentibacter; s__Sedimentibacter saalensis	0	0	0	0	0	0	0	0	11	0	0	0	0	0
0a8b2fe8e74eb46403d6704bd5574600	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Propionibacteriales; f__Nocardioidaceae; g__Aeromicrobium	0	0	0	0	0	0	0	0	11	0	0	0	0	0
650c6e6514d449732ae215f332713b5e	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales_505101; f__Xanthobacteraceae; g__P52-10; s__P52-10 sp000516555	0	0	0	0	0	0	0	0	11	0	0	0	0	0
d0c8b9b43a523b17672bb842eb392e12	d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Bryobacterales; f__Bryobacteraceae; g__Palsa-187; s__	0	0	0	0	0	0	0	0	0	11	0	0	0	0
b38d72269865e2d3b727121bd208f445	d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Terriglobales; f__Acidobacteriaceae	0	0	0	0	0	0	0	0	0	11	0	0	0	0
5e4ce3b28e9013de01704c9e45485a63	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales_505101; f__Beijerinckiaceae; g__Methylocystis	0	0	0	0	0	0	0	0	0	11	0	0	0	0
aa20de7e4092a6e367fa2842bd231506	d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Terriglobales; f__Acidobacteriaceae	0	0	0	0	0	0	0	0	0	11	0	0	0	0
76059f080c8788bf10184e60936c859e	d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Bryobacterales; f__Bryobacteraceae; g__Bog-375; s__	0	0	0	0	0	0	0	0	0	11	0	0	0	0
155c716faf9b4033fcf729787c7882c3	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae	0	0	0	0	0	0	0	0	0	11	0	0	0	0
52648510599751ad16d6b5c26b779460	d__Bacteria; p__Cyanobacteriota; c__Chloroplast; o__; f__; g__; s__	0	0	0	0	0	0	0	0	0	11	0	0	0	0
530ffaccabb1372b048217399cb7cf9a	d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__UBA9973; f__UBA2103; g__C7867-001; s__C7867-001 sp900299275	0	0	0	0	0	0	0	0	0	0	11	0	0	0
8f78425da98b72ed3006c6ac274624de	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Thiotrichales_608018; f__Thiotrichaceae_608018; g__Thiofilum; s__	0	0	0	0	0	0	0	0	0	0	11	0	0	0
7176df998f15b176c9c24e20e6caca84	d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__UBA4664; f__UBA4664; g__UBA4664; s__UBA4664 sp002415345	0	0	0	0	0	0	0	0	0	0	11	0	0	0
1ad346ca08f8560c94e9bb331e2c7ddd	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Thiotrichales_608018; f__Thiotrichaceae_608018; g__Thiofilum; s__	0	0	0	0	0	0	0	0	0	0	0	11	0	0
6aed325d0d2b2872bbf6943946e17791	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales_505101; f__Beijerinckiaceae; g__Bosea	0	0	0	0	0	0	0	0	0	0	0	11	0	0
c26e567daff92bbb0c899856aff0f388	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Reyranellales; f__Reyranellaceae; g__Reyranella; s__Reyranella aquatilis	0	0	0	0	0	0	0	0	0	0	0	11	0	0
0df4faec63c1153c2882ae8da2584074	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Clostridiales; f__Clostridiaceae_222000; g__Clostridium_T; s__Clostridium_T saccharoperbutylacetonicum	0	0	0	0	0	0	0	0	0	0	0	0	11	0
a9bf9c4e610513783402fe159b4332e7	d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Bryobacterales; f__Bryobacteraceae; g__Palsa-187; s__	0	0	0	0	0	0	0	0	0	0	0	0	11	0
56ff2cb17e8eb07e4f8937c0849aa259	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales_B_877923; f__Flavobacteriaceae; g__Flavobacterium	0	0	0	0	0	0	0	0	0	0	0	0	11	0
0392d5f2d43efaa79da3929b8f4ed02e	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Aggregatilineales; f__Phototrophicaceae; g__Flexifilum; s__	0	0	0	0	0	0	0	0	0	0	0	0	11	0
64200aed29b69d66d32ea5bdbeabc4fc	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Micromonosporaceae	0	0	0	0	0	0	0	0	0	0	0	0	11	0
e958e4f32b1c969f862082471bc91acf	d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Bryobacterales; f__Bryobacteraceae; g__Palsa-187; s__	0	0	0	0	0	0	0	0	0	0	0	0	11	0
d3ab8d6794961112a8a5e1a973e2f36f	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Acetobacterales; f__Acetobacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	11
3af0dd50e7c519b6afd86254772b083c	d__Bacteria; p__Nitrospirota_A_437815; c__Thermodesulfovibrionia; o__Thermodesulfovibrionales; f__UBA6898; g__GW-Nitrospira-1; s__	0	0	0	0	0	0	0	0	0	0	0	0	0	11
7e18a1a6fcab9baf8d5dee8ba9dd3352	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Streptomycetales_400645; f__Streptomycetaceae_400641; g__Streptomyces_400150; s__Streptomyces albolongus	0	0	0	0	0	0	0	0	0	0	0	0	0	11
e255a28063292402dc0db247294608e2	d__Bacteria; p__Chloroflexota; c__Dehalococcoidia; o__SZUA-161; f__SZUA-161; g__SZUA-161; s__SZUA-161 sp003229915	0	0	0	0	0	0	0	0	0	0	0	0	0	11
8d0ddcec2c42850892263f5a8ebe7217	d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Terriglobales	0	0	0	0	0	0	0	0	0	0	0	0	0	11
478efebc22671329187f040b671c3a5f	d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__UBA9973; f__UBA2103; g__1-14-0-10-45-20; s__1-14-0-10-45-20 sp004296925	0	0	0	0	0	0	0	0	0	0	0	0	0	11
d0234667fe7060e3950aaeae63382838	d__Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	11
264d917ec8a28a2773a21437e59c02e5	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	11
ffc263abd90c392e03e6e5f7bb62da20	d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__UBA9973; f__UBA2103; g__C7867-001; s__C7867-001 sp001781625	0	0	0	0	0	0	0	0	0	0	0	0	0	11
50bcd4d558b584f7f73e930150c65e7c	d__Bacteria; p__Patescibacteria; c__ABY1; o__SG8-24; f__GWF2-40-263; g__UBA12403	0	0	0	0	0	0	0	0	0	0	0	0	0	11
ddb3afca065cc72073f78293875dbbbb	d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__Paceibacterales; f__2-12-FULL-40-12; g__VMFS01; s__VMFS01 sp007376185	0	0	0	0	0	0	0	0	0	0	0	0	0	11
5a00b50788b2a257fa0c4fa4115773cc	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	11
c236b1d61753c86eacc9c162f14b8067	d__Bacteria; p__Nitrospirota_A_437815; c__Thermodesulfovibrionia; o__Thermodesulfovibrionales	0	0	0	0	0	0	0	0	0	0	0	0	0	11
b92349befb90a6b942dd4632d27beb05	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodospirillales_A_505895; f__Rhodospirillaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	11
8c219291e0be3ead433d5cfab78b1be4	d__Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	11
10d23084efa6e0638b3219a43c44e547	d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Terriglobales; f__SbA1; g__Gp1-AA122; s__Gp1-AA122 sp003225055	0	0	0	0	0	0	0	0	0	0	0	0	0	11
ce7753bb56c7fa4312d1f49f0cc4b85a	d__Bacteria	10	0	0	0	0	0	0	0	0	0	0	0	0	0
47f14af1eaaf439c54a84789a2a548f2	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales_737866	10	0	0	0	0	0	0	0	0	0	0	0	0	0
93ac441bdd58042674201ca021d21b8d	d__Bacteria	8	0	0	0	0	2	0	0	0	0	0	0	0	0
d97927092c95713367cb303fda454b6d	d__Bacteria; p__Actinomycetota; c__Acidimicrobiia_401430; o__Acidimicrobiales; f__Iamiaceae_401114; g__Aquihabitans; s__Aquihabitans daechungensis	0	10	0	0	0	0	0	0	0	0	0	0	0	0
2580ffdfd8234a5381097cef548e425a	d__Bacteria; p__Eremiobacterota; c__Eremiobacteria; o__Baltobacterales; f__Baltobacteraceae	0	10	0	0	0	0	0	0	0	0	0	0	0	0
db14ec0d0e8c7d9eb107f1845c42a4fb	d__Bacteria; p__Armatimonadota; c__Abditibacteriia; o__Abditibacteriales; f__Abditibacteriaceae; g__Abditibacterium; s__Abditibacterium utsteinense	0	10	0	0	0	0	0	0	0	0	0	0	0	0
bca308664857a6acd1c256330ec447ef	d__Bacteria; p__Chloroflexota; c__Chloroflexia; o__Thermomicrobiales; f__; g__; s__	0	10	0	0	0	0	0	0	0	0	0	0	0	0
dc752135f08a9ae5424e7b25b62cddbf	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales_505101; f__Beijerinckiaceae	0	10	0	0	0	0	0	0	0	0	0	0	0	0
c351a5db8fd00f27b4e7970e4913dbfd	d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae	0	0	0	10	0	0	0	0	0	0	0	0	0	0
d6a52d20d28e873ffe2c3eaa4bbcbaed	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Anaerolineales; f__E44-bin32; g__WVZH01; s__	0	0	0	10	0	0	0	0	0	0	0	0	0	0
